,Model,Year,KM,Sell_Price,IsaPro?,Number,Mean_Price_Argus,Exceed_Mean_Price,lat,long
211,Renault Captur ESSENCE INTENS,2014.0,208,20500,0,0.0,16650.0,True,43.6960355,7.265589599999998
212,Renault Captur DIESEL INTENS,2013.0,4171,19729,0,0.0,17600.0,True,43.5686589,5.354234
213,Renault Captur ESSENCE 0.9 TCE 90 ENERGY S&S ZEN ECO2,2014.0,10,16600,Pro,0673771482,14200.0,True,43.385168,5.706583999999999
214,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,2,19680,Pro,0699359964,17700.0,True,43.6877482,7.2113605
215,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,27500,17450,0,0.0,17700.0,False,43.694275,5.501843
217,Renault Captur DIESEL INTENS,2014.0,10100,18500,0,0.0,17600.0,True,43.206521,6.568810999999999
218,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,20710,16800,Pro,0422170191,16100.0,True,43.2926781,5.5676425
219,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,4500,18900,Pro,0.0,17700.0,True,43.606476,5.756592899999999
220,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,27785,16200,Pro,0422170191,16100.0,True,43.2926781,5.5676425
221,Renault Captur DIESEL INTENS,2014.0,8,18990,Pro,0442053000,17600.0,True,43.4745483,4.914323899999999
222,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,17233,16900,Pro,0422170181,16000.0,True,43.13824,5.987584399999999
223,Renault Captur DIESEL INTENS,2013.0,10700,19300,0,0.0,17600.0,True,44.559638,6.079758
224,Renault Captur DIESEL ECO2,2014.0,20401,16900,Pro,0983671144,16633.333333333332,True,43.451152,5.413875
225,Renault Captur ESSENCE 0.9 TCE 90 ENERGY S&S INTENS ECO2,2013.0,3200,18000,0,0.0,15500.0,True,43.43315200000001,6.737034
227,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,10171,16790,Pro,0669509220,16100.0,True,43.43315200000001,6.737034
228,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,8900,17990,0,0.0,17700.0,True,48.7025751,2.0696133
229,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,16596,15000,Pro,0155811021,16100.0,False,49.4518485,1.1318695
230,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,20026,14500,Pro,0781679569,16100.0,False,48.817275,2.2977599
231,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,13461,14800,Pro,0652513785,16100.0,False,48.7468342,2.4054748
232,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,22311,14500,Pro,0825809109,16100.0,False,48.7766463,2.0306592
233,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,12870,14800,Pro,0652513785,16100.0,False,48.7468342,2.4054748
234,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,21754,14500,Pro,0825809109,16100.0,False,48.8785618,2.3603689
235,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,18021,14800,Pro,0825809109,16100.0,False,49.00363,2.516978
236,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,24326,14500,Pro,0825809109,16100.0,False,49.00363,2.516978
237,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,17370,14800,Pro,0825809109,16100.0,False,48.87846159999999,2.7657959
238,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,29060,14400,Pro,0155811021,16100.0,False,49.4518485,1.1318695
239,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,29246,14200,Pro,0825809109,16100.0,False,48.7766463,2.0306592
240,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,23289,13900,Pro,0825809109,16100.0,False,48.9220615,2.2533313
241,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,15069,14800,Pro,0825809109,16100.0,False,48.7766463,2.0306592
242,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,19707,14800,Pro,0825809109,16100.0,False,48.813055,2.38822
243,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,14571,14800,Pro,0825809109,16100.0,False,48.8785618,2.3603689
244,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,15607,14800,Pro,0825809109,16100.0,False,48.7766463,2.0306592
245,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,23398,13900,Pro,0825809109,16100.0,False,48.7468342,2.4054748
246,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,19211,14800,Pro,0825809109,16100.0,False,49.4518485,1.1318695
247,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,11688,14700,Pro,0652513785,16100.0,False,48.7468342,2.4054748
248,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,16351,14800,Pro,0652513785,16100.0,False,48.7468342,2.4054748
249,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,12561,14000,Pro,0626671997,16100.0,False,48.7766463,2.0306592
250,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,16521,14800,Pro,0825809109,16100.0,False,49.00363,2.516978
251,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,29000,13600,Pro,0825809109,16100.0,False,48.908612,2.439712
252,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,14000,14800,Pro,0825809109,16100.0,False,48.8718722,2.3176432
253,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,19247,14800,Pro,0825809109,16100.0,False,49.00363,2.516978
255,Renault Captur DIESEL,0.0,1,19990,Pro,0476523234,16788.88888888889,True,48.8675641,2.34399
256,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,24147,14500,Pro,0825809109,16100.0,False,49.00363,2.516978
257,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,28670,14200,Pro,0825809109,16100.0,False,48.8293647,2.4265406
258,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,17516,14800,Pro,0825809109,16100.0,False,48.87846159999999,2.7657959
259,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,26412,13600,Pro,0825809109,16100.0,False,48.892423,2.215331
260,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,24018,14500,Pro,0825809109,16100.0,False,48.904526,2.304768
261,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,20800,14500,Pro,0825809109,16100.0,False,49.0331671,2.0547222
262,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,18108,14800,Pro,0825809109,16100.0,False,48.7766463,2.0306592
263,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,28282,14200,Pro,0825809109,16100.0,False,49.00363,2.516978
264,Renault Captur ESSENCE 0.9 TCE 90 ENERGY S&S ZEN ECO2,2013.0,16500,14000,0,0.0,14200.0,False,48.89321700000001,2.287864
265,Renault Captur ESSENCE ZEN,2014.0,4000,15500,0,0.0,15100.0,True,48.801408,2.130122
266,Renault Captur ESSENCE 1.2 TCE 120 INTENS EDC,2013.0,20992,16590,Pro,0811708090,17800.0,False,48.792001,2.39851
267,Renault Captur DIESEL INTENS,2014.0,5000,18900,0,0.0,17600.0,True,48.989323,1.714958
268,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,18490,Pro,0974915000,17700.0,True,48.749736,2.459965
269,Renault Captur ESSENCE 1.2 TCE 120 INTENS EDC,2014.0,10,20500,Pro,0164597186,17800.0,True,48.529171,2.0152549
270,Renault Captur DIESEL INTENS,2014.0,4058,18990,Pro,0164597186,17600.0,True,48.529171,2.0152549
271,Renault Captur DIESEL ARIZONA ECO2,2014.0,1800,20300,0,0.0,17700.0,True,48.762895,2.075323
272,Renault Captur DIESEL INTENS,2014.0,10,18490,Pro,0130516539,17600.0,True,48.7623589,1.945326
273,Renault Captur ESSENCE INTENS,2014.0,10,17490,Pro,0130516539,16650.0,True,48.7623589,1.945326
274,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,7933,18490,Pro,0811708090,17700.0,True,48.792001,2.39851
275,Renault Captur DIESEL ARIZONA ECO2,2014.0,5950,17900,0,0.0,17700.0,True,48.73668,2.180034
276,Renault Captur ESSENCE INTENS,2014.0,21883,15900,Pro,0142836847,16650.0,False,48.821267,2.472043
277,Renault Captur ESSENCE 1.2 TCE 120 INTENS EDC,2014.0,10,19640,Pro,0184141900,17800.0,True,48.911358,2.8281139
278,Renault Captur ESSENCE 1.2 TCE 120 ARIZONA EDC,2014.0,10,19640,Pro,0184141900,17200.0,True,48.911358,2.8281139
279,Renault Captur ESSENCE 1.2 TCE 120 INTENS EDC,2014.0,10,19210,Pro,0184141900,17800.0,True,48.911358,2.8281139
281,Renault Captur ESSENCE 1.2 TCE 120 INTENS EDC,2014.0,4000,18870,Pro,0184141900,17800.0,True,48.911358,2.8281139
284,Renault Captur DIESEL 1.5 DCI 90 INTENS EDC,2014.0,15000,20300,Pro,0677372750,17500.0,True,48.87753499999999,2.59016
286,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,9900,19600,Pro,0677372750,17700.0,True,48.87753499999999,2.59016
287,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,15000,17800,Pro,0677372750,16000.0,True,48.87753499999999,2.59016
290,Renault Captur ESSENCE 1.2 TCE 120 INTENS EDC,2014.0,10,19440,Pro,0184141900,17800.0,True,48.911358,2.8281139
291,Renault Captur ESSENCE 1.2 TCE 120 INTENS EDC,2013.0,7400,17400,Pro,0.0,17800.0,False,48.8138999,2.344688
292,Renault Captur ESSENCE 1.2 TCE 120 INTENS EDC,2014.0,7742,18900,Pro,0677372750,17800.0,True,48.87753499999999,2.59016
293,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,6999,18900,Pro,0677372750,17700.0,True,48.87753499999999,2.59016
294,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S LIFE ECO2,2014.0,100,16390,Pro,0164359001,14600.0,True,48.94365699999999,3.0262889
295,Renault Captur DIESEL BUSINESS,2013.0,24200,16980,Pro,0164359001,16850.0,True,48.94365699999999,3.0262889
296,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,14900,15900,Pro,0.0,17700.0,False,48.6102599,2.474805
297,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,19840,Pro,0184141900,17700.0,True,48.911358,2.8281139
298,Renault Captur DIESEL INTENS,2013.0,9000,16990,Pro,0.0,17600.0,False,48.43441600000001,2.16142
299,Renault Captur ESSENCE 0.9 TCE 90 ENERGY S&S ZEN ECO2,2014.0,10,17300,Pro,0130157765,14200.0,True,48.896391,2.160098
300,Renault Captur DIESEL ZEN,2013.0,20500,16300,0,0.0,16100.0,True,48.611486,2.30604
301,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,3098,17700,Pro,0164239675,16000.0,True,48.42345400000001,2.754079
302,Renault Captur DIESEL 1.5 DCI 90 BUSINESS EDC,2014.0,18932,17880,Pro,0142531111,17600.0,True,48.816363,2.317384
303,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,17670,15990,Pro,0144740871,16100.0,False,48.8293647,2.4265406
304,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,22880,16790,Pro,0174037256,16100.0,True,48.8396952,2.2399123
306,Renault Captur ESSENCE 1.2 TCE 120 INTENS EDC,2014.0,10,19372,Pro,0141734040,17800.0,True,48.760344,2.387405
307,Renault Captur ESSENCE ARIZONA,2014.0,10,17160,Pro,0175834788,16650.0,True,48.760344,2.387405
308,Renault Captur ESSENCE INTENS,2013.0,24500,16300,0,0.0,16650.0,False,48.813071,3.083497
309,Renault Captur DIESEL 1.5 DCI 90 INTENS EDC,2014.0,10,20202,Pro,0175834788,17500.0,True,48.760344,2.387405
310,Renault Captur DIESEL 1.5 DCI 90 INTENS EDC,2014.0,11,20500,Pro,0.0,17500.0,True,48.89321700000001,2.287864
311,Renault Captur ESSENCE 0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,5576,16500,Pro,0144740871,15500.0,True,48.8293647,2.4265406
312,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,12150,15999,Pro,0646061008,17700.0,False,48.917402,2.269675
313,Renault Captur ESSENCE 0.9 TCE 90 ENERGY S&S ZEN ECO2,2014.0,6700,15790,0,0.0,14200.0,True,48.80598,2.022188
314,Renault Captur DIESEL INTENS,2013.0,14000,13500,0,0.0,17600.0,False,48.892423,2.215331
316,Renault Captur ESSENCE 1.2 TCE 120 INTENS EDC,2014.0,7600,18400,0,0.0,17800.0,True,49.000275,2.09178
318,Renault Captur ESSENCE ZEN,2014.0,3000,15300,0,0.0,15100.0,True,48.992181,1.735384
320,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,21780,17480,Pro,0139754280,17700.0,False,48.918524,1.96978
321,Renault Captur DIESEL ARIZONA ECO2,2014.0,7000,16970,Pro,0184141900,17700.0,False,48.911358,2.8281139
322,Renault Captur ESSENCE 0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,1000,17240,Pro,0184141900,15500.0,True,48.911358,2.8281139
323,Renault Captur DIESEL INTENS,2014.0,5000,18800,0,0.0,17600.0,True,48.524552,2.388169
324,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,8949,17490,Pro,0174037256,16000.0,True,48.8396952,2.2399123
325,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,3631,17990,Pro,0174037256,16000.0,True,48.8396952,2.2399123
326,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,9000,18500,0,0.0,17700.0,True,49.0331671,2.0547222
327,Renault Captur DIESEL ARIZONA ECO2,2014.0,4500,17600,0,0.0,17700.0,False,48.81474499999999,1.863168
328,Renault Captur ESSENCE,2013.0,16000,13990,Pro,0.0,15642.857142857143,False,48.7092979,2.38479
329,Renault Captur DIESEL 1.5 DCI 90 INTENS EDC,2014.0,5,19890,Pro,0130516539,17500.0,True,48.7623589,1.945326
330,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,9500,17880,Pro,0667277157,16000.0,True,48.90852,2.504403
331,Renault Captur ESSENCE 0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,1519,17900,Pro,0160059293,15500.0,True,48.85478,2.628701
332,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,2874,18990,Pro,0178769520,16000.0,True,48.9472096,2.2466847
333,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,1,18900,Pro,0160059293,16000.0,True,48.85478,2.628701
334,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,16728,15990,Pro,0144740871,16100.0,False,48.8293647,2.4265406
335,Renault Captur ESSENCE 0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,6234,15980,Pro,0615872883,15500.0,True,48.542105,2.6554
336,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,3365,17900,Pro,0146348425,16000.0,True,48.8488576,2.3354223
337,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,11963,16900,Pro,0139192136,16000.0,True,49.000275,2.09178
338,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,5396,18390,Pro,0174037256,17700.0,True,48.8396952,2.2399123
339,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,2,19380,Pro,0139145454,17700.0,True,48.941106,2.158431
340,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,16436,16490,Pro,0144740871,16100.0,True,48.8293647,2.4265406
341,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,624,18490,Pro,0160625056,17700.0,True,48.69122669999999,2.6103697
342,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,7987,17990,Pro,0178455073,16000.0,True,48.8718722,2.3176432
343,Renault Captur ESSENCE 1.2 TCE 120 INTENS EDC,2013.0,24965,17900,Pro,0164033240,17800.0,True,48.813071,3.083497
344,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,60,19990,Pro,0130502424,17700.0,True,48.750285,1.916261
345,Renault Captur DIESEL 1.5 DCI 90 INTENS EDC,2014.0,10300,18990,Pro,0.0,17500.0,True,48.9412151,2.4970711
347,Renault Captur DIESEL ARIZONA,2014.0,3900,19290,0,0.0,17700.0,True,48.8640493,2.3310526
348,Renault Captur ESSENCE 1.2 TCE 120 ZEN EDC,2014.0,3690,18290,Pro,0146128847,16000.0,True,48.816363,2.317384
349,Renault Captur ESSENCE 1.2 TCE 120 INTENS EDC,2014.0,9500,19190,Pro,0.0,17800.0,True,48.992181,1.735384
350,Renault Captur ESSENCE 1.2 TCE 120 ARIZONA EDC,2014.0,4000,19000,0,0.0,17200.0,True,48.6851259,2.349282
351,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,17280,15880,Pro,0139145454,16100.0,False,48.941106,2.158431
352,Renault Captur DIESEL 1.5 DCI 90 INTENS EDC,2014.0,1,20900,Pro,0160059293,17500.0,True,48.85478,2.628701
353,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,3500,18900,0,0143828979,17700.0,True,48.7305769,2.447488
354,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,15898,16990,Pro,0174730257,16100.0,True,48.894533,2.40963
355,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,19700,16990,Pro,0624782138,16000.0,True,49.050966,2.100645
356,Renault Captur ESSENCE 0.9 TCE 90 ENERGY S&S ZEN ECO2,2014.0,10,16890,Pro,0160625056,14200.0,True,48.69122669999999,2.6103697
357,Renault Captur DIESEL INTENS,2014.0,1300,18400,0,0.0,17600.0,True,48.566131,2.17112
358,Renault Captur DIESEL 1.5 DCI 90 ZEN EDC,2014.0,7,18990,Pro,0141734040,16200.0,True,48.760344,2.387405
359,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,19640,Pro,0184141900,17700.0,True,48.911358,2.8281139
360,Renault Captur DIESEL BUSINESS,2013.0,13799,14500,Pro,0169936710,16850.0,False,48.730756,2.27137
361,Renault Captur DIESEL ARIZONA ECO2,2014.0,10,19640,Pro,0184141900,17700.0,True,48.911358,2.8281139
362,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,9367,18290,Pro,0146128847,17700.0,True,48.816363,2.317384
363,Renault Captur ESSENCE 1.2 TCE 120 INTENS EDC,2014.0,3500,18500,0,0.0,17800.0,True,48.865263,1.794903
364,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,25295,14980,Pro,0811708090,16000.0,False,48.790367,2.455572
365,Renault Captur DIESEL 1.5 DCI 90 INTENS EDC,2014.0,2,19870,Pro,0139145454,17500.0,True,48.941106,2.158431
366,Renault Captur ESSENCE 0.9 TCE 90 ENERGY S&S LIFE ECO2,2013.0,14958,14900,Pro,0160059293,12700.0,True,48.85478,2.628701
368,Renault Captur DIESEL 1.5 DCI 90 INTENS EDC,2014.0,50,20490,Pro,0174076006,17500.0,True,48.85799300000001,2.381153
369,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,19770,Pro,0184141900,17700.0,True,48.911358,2.8281139
370,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,2410,19490,Pro,0160926972,17700.0,True,48.6792779,2.16647
371,Renault Captur ESSENCE 0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,7,17550,Pro,0175448164,15500.0,True,48.757205,2.326243
374,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,19990,Pro,0628537072,17700.0,True,48.882174,2.076817
376,Renault Captur DIESEL BUSINESS,2013.0,19420,15890,Pro,0142531111,16850.0,False,48.816363,2.317384
377,Renault Captur ESSENCE 0.9 TCE 90 ENERGY S&S INTENS ECO2,2013.0,8200,16200,0,0.0,15500.0,True,48.944263,1.735422
378,Renault Captur DIESEL BUSINESS,2014.0,13396,16690,Pro,0142531111,16850.0,False,48.816363,2.317384
379,Renault Captur DIESEL INTENS,2013.0,6400,18000,0,0130952909,17600.0,True,48.9591319,1.855891
381,Renault Captur DIESEL INTENS,2013.0,8500,17500,0,0.0,17600.0,False,48.978154,1.713371
382,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,16349,18290,Pro,0160926972,17700.0,True,48.6792779,2.16647
383,Renault Captur ESSENCE 0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,6000,17200,0,0.0,15500.0,True,48.973699,1.983023
384,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S LIFE ECO2,2014.0,10,16990,Pro,0983484648,14600.0,True,48.799815,2.257289
385,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,16289,16690,Pro,0174730257,16100.0,True,48.894533,2.40963
386,Renault Captur ESSENCE ZEN,2014.0,6000,15500,0,0.0,15100.0,True,48.817223,1.949075
387,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,10,19990,Pro,0667277157,17700.0,True,48.90852,2.504403
388,Renault Captur ESSENCE 1.2 TCE 120 INTENS EDC,2014.0,10,18852,Pro,0175834788,17800.0,True,48.760344,2.387405
389,Renault Captur DIESEL 1.5 DCI 90 INTENS EDC,2014.0,7350,19690,Pro,0178455073,17500.0,True,48.8718722,2.3176432
390,Renault Captur ESSENCE 1.2 TCE 120 INTENS EDC,2013.0,11400,17490,Pro,0174076006,17800.0,False,48.85799300000001,2.381153
391,Renault Captur DIESEL ZEN,2013.0,6700,14700,0,0.0,16100.0,False,48.885476,2.7362479
392,Renault Captur DIESEL ZEN,2013.0,23000,16900,0,0.0,16100.0,True,49.136089,2.2350979
393,Renault Captur DIESEL INTENS,2013.0,7500,16950,0,0.0,17600.0,False,48.967085,1.933828
394,Renault Captur DIESEL 1.5 DCI 90 INTENS EDC,2014.0,10,20220,Pro,0175834788,17500.0,True,48.760344,2.387405
395,Renault Captur ESSENCE 1.2 TCE 120 INTENS EDC,2014.0,15000,17500,0,0.0,17800.0,False,48.763827,2.671739
397,Renault Captur ESSENCE 0.9 TCE 90 ENERGY S&S ZEN ECO2,2014.0,8576,15450,Pro,0175448164,14200.0,True,48.757205,2.326243
398,Renault Captur DIESEL 1.5 DCI 90 INTENS EDC,2014.0,5500,20300,0,0.0,17500.0,True,48.7604611,2.0436886
401,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,34608,14900,Pro,0169754933,16100.0,False,48.6792779,2.16647
402,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S ZEN ECO2,2013.0,35243,13990,Pro,0161123085,16000.0,False,48.776731,2.001844
403,Renault Captur DIESEL 1.5 DCI 90 INTENS EDC,2014.0,2,20780,Pro,0139145454,17500.0,True,48.941106,2.158431
404,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,19414,16990,Pro,0615872883,16100.0,True,48.542105,2.6554
405,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2013.0,21100,16290,Pro,0139316439,16100.0,True,49.01575099999999,2.191521
406,Renault Captur DIESEL 1.5 DCI 90 INTENS EDC,2013.0,11440,19450,Pro,0156837400,17500.0,True,48.892423,2.215331
407,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,7200,17290,Pro,0174037256,16000.0,True,48.8396952,2.2399123
408,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,1000,17390,Pro,0811708090,16000.0,True,48.790367,2.455572
409,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,3256,18490,Pro,0811708090,17700.0,True,48.792001,2.39851
410,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,19980,16890,Pro,0148763773,16100.0,True,48.851542,2.475907
412,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S BUSINESS ECO2,2014.0,19092,16890,Pro,0148763773,16100.0,True,48.851542,2.475907
413,Renault Captur ESSENCE 0.9 TCE 90 ENERGY S&S INTENS ECO2,2014.0,1500,17990,Pro,0628537072,15500.0,True,48.882174,2.076817
414,Renault Captur DIESEL 1.5 DCI 90 BUSINESS EDC,2014.0,8500,18290,Pro,0811708090,17600.0,True,48.790367,2.455572
415,Renault Captur DIESEL BUSINESS,2013.0,26145,15380,Pro,0142531111,16850.0,False,48.816363,2.317384
416,Renault Captur DIESEL BUSINESS,2013.0,20987,15850,Pro,0142531111,16850.0,False,48.816363,2.317384
417,Renault Captur DIESEL INTENS,2014.0,6000,19100,0,0.0,17600.0,True,48.671191,2.540747
418,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2013.0,34808,16890,Pro,0139192136,17700.0,False,49.000275,2.09178
419,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,8634,17290,Pro,0146128847,16000.0,True,48.816363,2.317384
420,Renault Captur DIESEL BUSINESS,2014.0,22119,15670,Pro,0142531111,16850.0,False,48.816363,2.317384
421,Renault Captur DIESEL BUSINESS,2014.0,9508,16880,Pro,0142531111,16850.0,True,48.816363,2.317384
422,Renault Captur DIESEL BUSINESS,2013.0,20248,15850,Pro,0142531111,16850.0,False,48.816363,2.317384
423,Renault Captur DIESEL ARIZONA,2013.0,25972,15750,Pro,0142531111,17700.0,False,48.816363,2.317384
424,Renault Captur DIESEL BUSINESS,2013.0,20272,15850,Pro,0142531111,16850.0,False,48.816363,2.317384
425,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S INTENS ECO2,2014.0,6825,17800,Pro,0183616192,17700.0,True,48.9562018,2.8884657
426,Renault Captur DIESEL 1.5 DCI 90 ENERGY S&S ZEN ECO2,2014.0,18718,16900,Pro,0160059293,16000.0,True,48.85478,2.628701
